ID,ADDRESS,MATCH_IND,MATCH_TYPE,MATCH_ADDRESS,GEOCODE,COL7,COL8
3890,"7584 Brightwood Dr, Las Vegas, NV, 89123",Match,Exact,"7584 BRIGHTWOOD DR, LAS VEGAS, NV, 89123","-115.14936,36.051815",201903066,L
3891,"2020 Turtlerock St, Las Vegas, NV, 89142",Match,Exact,"2020 TURTLEROCK ST, LAS VEGAS, NV, 89142","-115.044525,36.149647",201919103,R
3892,"5134 S Jones Blvd Unit 106, Las Vegas, NV, 89118",Match,Non_Exact,"5134 S JONES BLVD, LAS VEGAS, NV, 89118","-115.22505,36.095776",201863288,L
3893,"5005 Glittering Star Ct, Las Vegas, NV, 89130",Match,Exact,"5005 GLITTERING STAR CT, LAS VEGAS, NV, 89130","-115.209984,36.26276",201990421,L
3894,"5362 Panaca Spring St, Las Vegas, NV, 89122",No_Match,,,,,
3895,"4979 Blue Marlin Ave, Las Vegas, NV, 89115",Match,Non_Exact,"4979 E BLUE MARLIN AVE, LAS VEGAS, NV, 89115","-115.06493,36.238934",637253235,R
3896,"10608 Emerald Path Ave, Las Vegas, NV, 89166",Match,Non_Exact,"10608 W EMERALD PATH AVE, LAS VEGAS, NV, 89166","-115.32675,36.289364",629932879,R
3897,"813 Peachy Canyon Cir Unit 103, Las Vegas, NV, 89144",Match,Exact,"813 PEACHY CANYON CIR, LAS VEGAS, NV, 89144","-115.30968,36.18129",201924853,R
3898,"2475 Plan, Las Vegas, NV, 89179",No_Match,,,,,
3899,"7359 Wild Roar Ave, Las Vegas, NV, 89129",Match,Exact,"7359 WILD ROAR AVE, LAS VEGAS, NV, 89129","-115.25473,36.23553",612692789,L
3900,"10116 Desert Wind Dr, Las Vegas, NV, 89144",Match,Exact,"10116 DESERT WIND DR, LAS VEGAS, NV, 89144","-115.31575,36.18568",201903437,R
3901,"9997 Diamond Summit Ct Unit: 103, Las Vegas, NV, 89183",Match,Exact,"9997 DIAMOND SUMMIT CT, LAS VEGAS, NV, 89183","-115.119095,36.007847",624286979,L
3902,"502 Greenbriar Townhouse Way, Las Vegas, NV, 89121",No_Match,,,,,
3903,"5359 Champion Run St, Las Vegas, NV, 89113",Match,Non_Exact,"5359 S CHAMPION RUN ST, LAS VEGAS, NV, 89113","-115.26271,36.091103",612985120,R
3904,"9516 Victory Garden Ave, Las Vegas, NV, 89149",Match,Exact,"9516 VICTORY GARDEN AVE, LAS VEGAS, NV, 89149","-115.304214,36.30072",612697810,R
3905,"5481 S Sandhill Rd, Las Vegas, NV, 89120",Match,Exact,"5481 S SANDHILL RD, LAS VEGAS, NV, 89120","-115.09145,36.089798",201879090,R
3906,"716 Quayside Ct, Las Vegas, NV, 89178",Match,Exact,"716 QUAYSIDE CT, LAS VEGAS, NV, 89178","-115.30451,36.03896",632850354,L
3907,"10368 Gwynns Falls St, Las Vegas, NV, 89183",Match,Exact,"10368 GWYNNS FALLS ST, LAS VEGAS, NV, 89183","-115.13419,36.00127",201996970,L
3908,"5000 Orchard Sky Ave, Las Vegas, NV, 89131",Match,Exact,"5000 ORCHARD SKY AVE, LAS VEGAS, NV, 89131","-115.20984,36.28603",612690800,R
3909,"6322 Pale Pavilion Ave, Las Vegas, NV, 89139",Match,Exact,"6322 PALE PAVILION AVE, LAS VEGAS, NV, 89139","-115.23016,36.04691",612688266,R
3910,"8030 Laurena Ave, Las Vegas, NV, 89147",Match,Exact,"8030 LAURENA AVE, LAS VEGAS, NV, 89147","-115.26589,36.110508",201932706,R
3911,"8316 Swan Lake Ave, Las Vegas, NV, 89128",Match,Exact,"8316 SWAN LAKE AVE, LAS VEGAS, NV, 89128","-115.27434,36.200195",201917626,L
3912,"1515 E Reno Av Unit: A206, Las Vegas, NV, 89119",Match,Non_Exact,"1515 E RENO AVE, LAS VEGAS, NV, 89119","-115.13205,36.09725",201871418,R
3913,"544 Highland Bluff Way, Las Vegas, NV, 89138",Match,Exact,"544 HIGHLAND BLUFF WAY, LAS VEGAS, NV, 89138","-115.36126,36.169052",641472948,L
3914,"9241 January Dr, Las Vegas, NV, 89134",Match,Exact,"9241 JANUARY DR, LAS VEGAS, NV, 89134","-115.29573,36.215855",201904671,L
3915,"1709 Pacific Sandstone Pl, Las Vegas, NV, 89144",Match,Exact,"1709 PACIFIC SANDSTONE PL, LAS VEGAS, NV, 89144","-115.323,36.190315",201924434,L
3916,"5258 Caspian Dr, Las Vegas, NV, 89118",Match,Exact,"5258 CASPIAN DR, LAS VEGAS, NV, 89118","-115.228355,36.093006",201863528,L
3917,"5053 Tranquil Stream Ct, Las Vegas, NV, 89148",Match,Exact,"5053 TRANQUIL STREAM CT, LAS VEGAS, NV, 89148","-115.30704,36.09738",201961698,R
3918,"2469 Fresnal Canyon Ave, Las Vegas, NV, 89123",Match,Exact,"2469 FRESNAL CANYON AVE, LAS VEGAS, NV, 89123","-115.175224,36.0159",201925876,L
3919,"6433 Affermato St, Las Vegas, NV, 89131",Match,Exact,"6433 AFFERMATO ST, LAS VEGAS, NV, 89131","-115.229546,36.277035",625694293,L
3920,", Las Vegas, NV, 89169",No_Match,,,,,
3921,"649 Lineshack Ln, Las Vegas, NV, 89110",Match,Non_Exact,"649 N LINESHACK LN, LAS VEGAS, NV, 89110","-115.08991,36.175045",201874560,R
3922,", Las Vegas, NV, 89148",No_Match,,,,,
3923,"7950 W Flamingo Rd Unit: 1145, Las Vegas, NV, 89147",Match,Non_Exact,"7950 W FLAMINGO RD, LAS VEGAS, NV, 89147","-115.264435,36.11468",201861691,R
3924,"7107 Rusty Nail Way, Las Vegas, NV, 89119",Match,Non_Exact,"7107 S RUSTY NAIL WAY, LAS VEGAS, NV, 89119","-115.13262,36.06098",201888323,L
3925,"6705 Bent Wood Ct, Las Vegas, NV, 89108",Match,Exact,"6705 BENT WOOD CT, LAS VEGAS, NV, 89108","-115.24235,36.223656",201899155,L
3926,"10724 Jubilee Mountain Ave, Las Vegas, NV, 89129",Match,Exact,"10724 JUBILEE MOUNTAIN AVE, LAS VEGAS, NV, 89129","-115.33216,36.23391",632842265,R
3927,"3400 Conan St Unit 103, Las Vegas, NV, 89129",Match,Exact,"3400 CONAN ST, LAS VEGAS, NV, 89129","-115.30834,36.222572",201934286,R
3928,", Las Vegas, NV, 89101",No_Match,,,,,
3929,"4424 Warbonnet Way, Las Vegas, NV, 89147",Match,Exact,"4424 WARBONNET WAY, LAS VEGAS, NV, 89147","-115.265656,36.108635",201933379,L
3930,"2777 Paradise Rd Unit 1801, Las Vegas, NV, 89109",Match,Exact,"2777 PARADISE RD, LAS VEGAS, NV, 89109","-115.1548,36.138577",201869829,R
3931,"754 Vegas Valley Dr, Las Vegas, NV, 89109",Match,Exact,"754 VEGAS VALLEY DR, LAS VEGAS, NV, 89109","-115.14485,36.138535",613804332,L
3932,"4620 Denaro Dr, Las Vegas, NV, 89135",Match,Exact,"4620 DENARO DR, LAS VEGAS, NV, 89135","-115.32668,36.10542",201978461,L
3933,"274 Broadcast Ave, Las Vegas, NV, 89183",Match,Exact,"274 BROADCAST AVE, LAS VEGAS, NV, 89183","-115.16006,36.00783",201953591,R
3934,"2912 Josephine Dr, Henderson, NV, 89044",Match,Exact,"2912 JOSEPHINE DR, HENDERSON, NV, 89044","-115.09729,35.92454",627156861,L
3935,"3049 Jacaranda Dr, Las Vegas, NV, 89117",Match,Exact,"3049 JACARANDA DR, LAS VEGAS, NV, 89117","-115.273705,36.13408",201980269,R
3936,"3029 Bellavista Ln, Las Vegas, NV, 89122",Match,Exact,"3029 BELLAVISTA LN, LAS VEGAS, NV, 89122","-115.05512,36.1342",201878523,R
3937,"3722 Keltie Brook Dr, Las Vegas, NV, 89141",Match,Exact,"3722 KELTIE BROOK DR, LAS VEGAS, NV, 89141","-115.18927,35.98028",612989970,R
3938,"5250 S Rainbow Bl Unit: 1163, Las Vegas, NV, 89118",Match,Non_Exact,"5250 S RAINBOW BLVD, LAS VEGAS, NV, 89118","-115.242935,36.093285",624610180,L
3939,"2700 S Las Vegas Bl Unit: 2702, Las Vegas, NV, 89109",Tie,,,,,
3940,", Las Vegas, NV, 89128",No_Match,,,,,
3941,"9041 Little Horse Ave, Las Vegas, NV, 89143",Match,Exact,"9041 LITTLE HORSE AVE, LAS VEGAS, NV, 89143","-115.2933,36.315094",612990884,L
3942,"7913 Dover Shores Ave, Las Vegas, NV, 89128",Match,Exact,"7913 DOVER SHORES AVE, LAS VEGAS, NV, 89128","-115.26754,36.20191",201917769,R
3943,"10008 Madison Walk Ave, Las Vegas, NV, 89149",Match,Exact,"10008 MADISON WALK AVE, LAS VEGAS, NV, 89149","-115.313324,36.303566",612985355,R
3944,"6201 E Lake Mead Blvd Unit 275, Las Vegas, NV, 89156",Match,Non_Exact,"6201 E LAKE MEAD BLVD, LAS VEGAS, NV, 89156","-115.03641,36.195946",613993473,R
3945,"5323 Candlespice Way, Las Vegas, NV, 89135",Match,Exact,"5323 CANDLESPICE WAY, LAS VEGAS, NV, 89135","-115.3238,36.092255",635129573,R
3946,"8937 Caledon Ridge Ct, Las Vegas, NV, 89149",Match,Exact,"8937 CALEDON RIDGE CT, LAS VEGAS, NV, 89149","-115.291275,36.29314",612688052,L
3947,"10709 Sprucedale Ave, Las Vegas, NV, 89144",Match,Exact,"10709 SPRUCEDALE AVE, LAS VEGAS, NV, 89144","-115.32926,36.16714",201945424,R
3948,"1200 Mersault Ct, Las Vegas, NV, 89144",Match,Exact,"1200 MERSAULT CT, LAS VEGAS, NV, 89144","-115.33087,36.186047",201946725,L
3949,"3150 Soft Breezes Dr Apt 1215, Las Vegas, NV, 89128",Match,Exact,"3150 SOFT BREEZES DR, LAS VEGAS, NV, 89128","-115.26505,36.216927",201917130,R
3950,"200 Hoover Ave Unit 1512, Las Vegas, NV, 89101",No_Match,,,,,
3951,"708 Dike Ln, Las Vegas, NV, 89106",Match,Exact,"708 DIKE LN, LAS VEGAS, NV, 89106","-115.1736,36.178017",201865062,R
3952,"500 S 13Th St Apt C29, Las Vegas, NV, 89101",Tie,,,,,
3953,"8073 Villa Armando St, Las Vegas, NV, 89131",Match,Exact,"8073 VILLA ARMANDO ST, LAS VEGAS, NV, 89131","-115.2688,36.307175",201999805,L
3954,"3588 Villa Knolls East Dr, Las Vegas, NV, 89120",Match,Exact,"3588 VILLA KNOLLS EAST DR, LAS VEGAS, NV, 89120","-115.09763,36.099316",201976430,L
3955,"3165 S Monte Cristo Way, Las Vegas, NV, 89117",Match,Exact,"3165 S MONTE CRISTO WAY, LAS VEGAS, NV, 89117","-115.254234,36.13171",201901986,R
3956,"9284 Orchid Pansy Ave, Las Vegas, NV, 89148",Match,Exact,"9284 ORCHID PANSY AVE, LAS VEGAS, NV, 89148","-115.29501,36.06635",201993392,R
3957,"4555 Palisades Canyon Cir, Las Vegas, NV, 89129",Match,Exact,"4555 PALISADES CANYON CIR, LAS VEGAS, NV, 89129","-115.26576,36.24313",637255813,L
3958,"9764 Gallo Dr, Las Vegas, NV, 89147",Match,Exact,"9764 GALLO DR, LAS VEGAS, NV, 89147","-115.30579,36.1257",201932983,R
3959,"8356 Lovers Knot Ct, Las Vegas, NV, 89131",Match,Non_Exact,"8356 W LOVERS KNOT CT, LAS VEGAS, NV, 89131","-115.27746,36.334705",627165765,R
3960,"9147 Placer Bullion Ave, Las Vegas, NV, 89178",Match,Non_Exact,"9147 W PLACER BULLION AVE, LAS VEGAS, NV, 89178","-115.29391,36.017048",627346956,R
3961,"8806 Tangerine Sky Ave, Las Vegas, NV, 89178",Match,Exact,"8806 TANGERINE SKY AVE, LAS VEGAS, NV, 89178","-115.28506,36.012745",632848596,R
3962,"8556 Tellima Ct, Las Vegas, NV, 89149",Match,Non_Exact,"8556 W TELLIMA CT, LAS VEGAS, NV, 89149","-115.28244,36.283264",627161779,R
3963,"6062 Quintillion Ave, Las Vegas, NV, 89122",Match,Exact,"6062 QUINTILLION AVE, LAS VEGAS, NV, 89122","-115.04112,36.11825",624812362,R
3964,"7616 Almeria Ave, Las Vegas, NV, 89128",Match,Exact,"7616 ALMERIA AVE, LAS VEGAS, NV, 89128","-115.2612,36.195053",201905304,R
3965,"1044 Thornfield Ln, Las Vegas, NV, 89123",Match,Exact,"1044 THORNFIELD LN, LAS VEGAS, NV, 89123","-115.139824,36.039352",201902913,L
3966,"2031 Irwin Cir, Las Vegas, NV, 89119",Match,Exact,"2031 IRWIN CIR, LAS VEGAS, NV, 89119","-115.12394,36.10872",201871985,R
3967,"2101 Jade Creek St Unit: 201, Las Vegas, NV, 89117",Match,Exact,"2101 JADE CREEK ST, LAS VEGAS, NV, 89117","-115.31212,36.14688",201980192,R
3968,", Las Vegas, NV, 89123",No_Match,,,,,
3969,"7220 Silver Spirit St, Las Vegas, NV, 89131",Match,Exact,"7220 SILVER SPIRIT ST, LAS VEGAS, NV, 89131","-115.22926,36.291245",636276756,L
3970,"8689 Horizon Wind Ave Unit 103, Las Vegas, NV, 89178",Match,Exact,"8689 HORIZON WIND AVE, LAS VEGAS, NV, 89178","-115.281456,36.016705",627346498,L
3971,"8999 Lillyhammer Ct, Las Vegas, NV, 89147",Match,Exact,"8999 LILLYHAMMER CT, LAS VEGAS, NV, 89147","-115.2882,36.10399",201932365,L
3972,", Las Vegas, NV, 89123",No_Match,,,,,
3973,"3180 Plan, Las Vegas, NV, 89166",No_Match,,,,,
3974,"2517 Jade Sky St, Henderson, NV, 89044",Match,Exact,"2517 JADE SKY ST, HENDERSON, NV, 89044","-115.09535,35.94057",624596915,R
3975,"3761 Viking Garden Cir, Las Vegas, NV, 89121",Match,Exact,"3761 VIKING GARDEN CIR, LAS VEGAS, NV, 89121","-115.092224,36.118294",201877669,R
3976,"3948 Irvin Ave, Las Vegas, NV, 89141",Match,Non_Exact,"3948 W IRVIN AVE, LAS VEGAS, NV, 89141","-115.191444,35.993427",201998118,R
3977,"1414 Santa Margarita St # 6, Las Vegas, NV, 89146",Match,Exact,"1414 SANTA MARGARITA ST, LAS VEGAS, NV, 89146","-115.24118,36.153603",202000785,R
3978,", Las Vegas, NV, 89147",No_Match,,,,,
3979,"The Maple, Las Vegas, NV, 89117",No_Match,,,,,
3980,"8971 Dallas Ridge Ave, Las Vegas, NV, 89178",Match,Exact,"8971 DALLAS RIDGE AVE, LAS VEGAS, NV, 89178","-115.28786,36.01891",612686869,L
3981,"6707 Zephyr Wind Ave, Las Vegas, NV, 89139",Match,Exact,"6707 ZEPHYR WIND AVE, LAS VEGAS, NV, 89139","-115.23826,36.050076",201983490,L
3982,"3301 Buffalo Narrows Cir, Las Vegas, NV, 89129",Match,Exact,"3301 BUFFALO NARROWS CIR, LAS VEGAS, NV, 89129","-115.25316,36.22074",201889356,R
3983,"1820 Pacific Terrace Dr, Las Vegas, NV, 89128",Match,Exact,"1820 PACIFIC TERRACE DR, LAS VEGAS, NV, 89128","-115.25616,36.19253",201905317,R
3984,"6151 Matisse Ave, Las Vegas, NV, 89131",Match,Exact,"6151 MATISSE AVE, LAS VEGAS, NV, 89131","-115.22768,36.311253",612989585,L
3985,"5561 Kings Row Ct, Las Vegas, NV, 89148",Match,Exact,"5561 KINGS ROW CT, LAS VEGAS, NV, 89148","-115.30135,36.08813",201975464,R
3986,"Plan 2200, Las Vegas, NV, 89118",No_Match,,,,,
3987,"4821 Whispering Spring Ave, Las Vegas, NV, 89131",Match,Exact,"4821 WHISPERING SPRING AVE, LAS VEGAS, NV, 89131","-115.208015,36.299828",201990184,R
3988,"14670 Grand Teton Dr, Las Vegas, NV, 89124",Match,Non_Exact,"14670 GRAND TETON DR, LAS VEGAS, NV, 89166","-115.42156,36.306576",201963334,R
3989,", Las Vegas, NV, 89131",No_Match,,,,,
3990,"9 Colbath St, Las Vegas, NV, 89110",Match,Exact,"9 COLBATH ST, LAS VEGAS, NV, 89110","-115.05602,36.159508",201876073,L
3991,"9318 Winebrook Ave, Las Vegas, NV, 89148",Match,Exact,"9318 WINEBROOK AVE, LAS VEGAS, NV, 89148","-115.29551,36.02494",627237775,R
3992,"6860 W Rome Blvd, Las Vegas, NV, 89131",Match,Exact,"6860 ROME BLVD, LAS VEGAS, NV, 89131","-115.243744,36.279766",201923672,R
3993,"2721 Trotwood Ln, Las Vegas, NV, 89108",Match,Exact,"2721 TROTWOOD LN, LAS VEGAS, NV, 89108","-115.23758,36.208946",201899038,R
3994,"7801 Sand Harbor Ct, Las Vegas, NV, 89128",Match,Exact,"7801 SAND HARBOR CT, LAS VEGAS, NV, 89128","-115.26431,36.211964",201917159,R
3995,"3308 Golden View St, Las Vegas, NV, 89129",Match,Exact,"3308 GOLDEN VIEW ST, LAS VEGAS, NV, 89129","-115.305786,36.22059",201918009,L
3996,", Las Vegas, NV, 89121",No_Match,,,,,
3997,"10506 Rusty Railroad Ave, Las Vegas, NV, 89135",Match,Exact,"10506 RUSTY RAILROAD AVE, LAS VEGAS, NV, 89135","-115.322556,36.147705",201997487,R
3998,"2110 Los Feliz St Unit 1090, Las Vegas, NV, 89156",Match,Non_Exact,"2110 N LOS FELIZ ST, LAS VEGAS, NV, 89156","-115.017365,36.196342",624361552,R
3999,"3188 Via Seranova, Henderson, NV, 89044",No_Match,,,,,
4000,"6348 Mint Frost Way, Las Vegas, NV, 89108",Match,Exact,"6348 MINT FROST WAY, LAS VEGAS, NV, 89108","-115.230515,36.188087",201899272,R
4001,"3037 Austin Pale Ave, Las Vegas, NV, 89081",Match,Non_Exact,"3037 AUSTIN PALE AVE, NORTH LAS VEGAS, NV, 89081","-115.10689,36.273212",612679226,R
4002,"3355 Greenwood Springs Dr, Las Vegas, NV, 89122",Match,Exact,"3355 GREENWOOD SPRINGS DR, LAS VEGAS, NV, 89122","-115.033005,36.12893",619037269,R
4003,"1 Hughes Center Dr Unit: 801 - D, Las Vegas, NV, 89169",Match,Exact,"1 HUGHES CENTER DR, LAS VEGAS, NV, 89169","-115.158905,36.116127",201976087,R
4004,"8242 Golden Flowers St, Las Vegas, NV, 89139",Match,Non_Exact,"8242 S GOLDEN FLOWERS ST, LAS VEGAS, NV, 89139","-115.227615,36.039543",624933953,R
4005,"3420 Big Sur Dr, Las Vegas, NV, 89122",Match,Exact,"3420 BIG SUR DR, LAS VEGAS, NV, 89122","-115.06394,36.126892",201878434,L
4006,", Las Vegas, NV, 89143",No_Match,,,,,
4007,"2694 Caumsett Ct, Las Vegas, NV, 89117",Match,Exact,"2694 CAUMSETT CT, LAS VEGAS, NV, 89117","-115.26703,36.14022",201949155,L
4008,"4381 W Flamingo Rd Unit: 3002, Las Vegas, NV, 89103",Match,Non_Exact,"4381 W FLAMINGO RD, LAS VEGAS, NV, 89103","-115.1988,36.115616",201978356,L
4009,"3242 Chimayo Ln, Las Vegas, NV, 89122",Match,Exact,"3242 CHIMAYO LN, LAS VEGAS, NV, 89122","-115.05435,36.130913",201878588,L
4010,"11280 Granite Ridge Dr Unit 1038, Las Vegas, NV, 89135",No_Match,,,,,
4011,"9053 Captivating Ave, Las Vegas, NV, 89149",Match,Exact,"9053 CAPTIVATING AVE, LAS VEGAS, NV, 89149","-115.294624,36.298256",612987787,L
4012,"11741 Marina Grande Ct, Las Vegas, NV, 89138",Match,Exact,"11741 MARINA GRANDE CT, LAS VEGAS, NV, 89138","-115.35251,36.16623",612680087,L
4013,"6620 Welcome Ln, Las Vegas, NV, 89130",Match,Exact,"6620 WELCOME LN, LAS VEGAS, NV, 89130","-115.24161,36.25527",201857485,R
4014,"5250 S Rainbow Blvd Unit 1015, Las Vegas, NV, 89118",Match,Non_Exact,"5250 S RAINBOW BLVD, LAS VEGAS, NV, 89118","-115.242935,36.093285",624610180,L
4015,"7416 Hickory Hills Dr, Las Vegas, NV, 89130",Match,Exact,"7416 HICKORY HILLS DR, LAS VEGAS, NV, 89130","-115.25646,36.272175",201949014,L
4016,"Ridgewood, Las Vegas, NV, 89149",No_Match,,,,,
4017,"6951 Mira Vista St, Las Vegas, NV, 89120",Match,Exact,"6951 MIRA VISTA ST, LAS VEGAS, NV, 89120","-115.10882,36.0635",201873297,R
4018,"7588 Lassen Peak Cir, Las Vegas, NV, 89149",Match,Non_Exact,"7588 N LASSEN PEAK CIR, LAS VEGAS, NV, 89149","-115.314186,36.298935",629943622,R
4019,"2417 Weaverville Dr, Henderson, NV, 89044",Match,Exact,"2417 WEAVERVILLE DR, HENDERSON, NV, 89044","-115.08355,35.940475",624597251,R
4020,"2567 Morning Cloud Ln, Las Vegas, NV, 89142",Match,Exact,"2567 MORNING CLOUD LN, LAS VEGAS, NV, 89142","-115.0242,36.143353",641512907,L
4021,"8 Daisy Meadow Ter, Las Vegas, NV, 89074",Match,Non_Exact,"8 DAISY MEADOW TER, HENDERSON, NV, 89074","-115.07616,36.027042",632505669,R
4022,"9068 Bushy Tail Ave Unit 101, Las Vegas, NV, 89149",Match,Exact,"9068 BUSHY TAIL AVE, LAS VEGAS, NV, 89149","-115.29424,36.291397",612986177,R
4023,"4576 Sheppard Dr, Las Vegas, NV, 89122",Match,Exact,"4576 SHEPPARD DR, LAS VEGAS, NV, 89122","-115.05915,36.106106",201878881,L
4024,"133 Bradshaw Way, Las Vegas, NV, 89145",Match,Exact,"133 BRADSHAW WAY, LAS VEGAS, NV, 89145","-115.262215,36.17241",201858099,L
4025,"8604 Majestic Pine Ave, Las Vegas, NV, 89143",Match,Non_Exact,"8604 W MAJESTIC PINE AVE, LAS VEGAS, NV, 89143","-115.283646,36.305984",201938823,R
4026,"949 Navajo Ln, Las Vegas, NV, 89110",Match,Exact,"949 NAVAJO LN, LAS VEGAS, NV, 89110","-115.05607,36.176693",201875496,L
4027,", Las Vegas, NV, 89128",No_Match,,,,,
4028,"7928 Violet Dawn St, Las Vegas, NV, 89149",Match,Exact,"7928 VIOLET DAWN ST, LAS VEGAS, NV, 89149","-115.30968,36.305553",613018901,R
4029,"1534 Juniper Twig Ave, Las Vegas, NV, 89183",Match,Exact,"1534 JUNIPER TWIG AVE, LAS VEGAS, NV, 89183","-115.13134,36.009243",201953452,L
4030,"8520 Wild Diamond Ave, Las Vegas, NV, 89143",Match,Exact,"8520 WILD DIAMOND AVE, LAS VEGAS, NV, 89143","-115.28157,36.31069",201955540,L
4031,", Las Vegas, NV, 89131",No_Match,,,,,
4032,"5621 Blue Peak Ave, Las Vegas, NV, 89131",Match,Exact,"5621 BLUE PEAK AVE, LAS VEGAS, NV, 89131","-115.21882,36.29124",201990211,R
4033,"1521 Linnbaker Ln Unit 201, Las Vegas, NV, 89110",Match,Exact,"1521 LINNBAKER LN, LAS VEGAS, NV, 89110","-115.084076,36.186718",201931582,R
4034,"6604 Biltmore Garden St, Las Vegas, NV, 89149",Match,Non_Exact,"6604 N BILTMORE GARDEN ST, LAS VEGAS, NV, 89149","-115.282326,36.281193",627617997,R
4035,"6269 Mighty Flotilla Ave, Las Vegas, NV, 89139",Match,Exact,"6269 MIGHTY FLOTILLA AVE, LAS VEGAS, NV, 89139","-115.229256,36.048542",612692623,L
4036,"808 Dana Hills Ct Unit 101, Las Vegas, NV, 89134",Match,Exact,"808 DANA HILLS CT, LAS VEGAS, NV, 89134","-115.29749,36.18137",201935850,R
4037,"5685 San Florentine Ave, Las Vegas, NV, 89141",Match,Exact,"5685 SAN FLORENTINE AVE, LAS VEGAS, NV, 89141","-115.21863,35.99807",201998147,L
4038,"8929 Antioch Way # 73, Las Vegas, NV, 89117",Match,Exact,"8929 ANTIOCH WAY, LAS VEGAS, NV, 89117","-115.29219,36.14246",201890986,L
4039,"516 Taunton St, Las Vegas, NV, 89178",Match,Exact,"516 TAUNTON ST, LAS VEGAS, NV, 89178","-115.2991,36.03832",627161241,L
4040,"57 Chateau Whistler Ct, Las Vegas, NV, 89148",Match,Exact,"57 CHATEAU WHISTLER CT, LAS VEGAS, NV, 89148","-115.28372,36.048195",201941099,R
4041,"2120 Bay Tree Dr, Las Vegas, NV, 89134",Match,Exact,"2120 BAY TREE DR, LAS VEGAS, NV, 89134","-115.334145,36.197395",640230990,R
4042,"5560 Step House Ct, Las Vegas, NV, 89139",Match,Non_Exact,"5560 W STEP HOUSE CT, LAS VEGAS, NV, 89139","-115.21741,36.0483",624793615,R
4043,"7215 Burnett Ave, Las Vegas, NV, 89178",Match,Non_Exact,"7215 W BURNETT AVE, LAS VEGAS, NV, 89178","-115.25024,36.00532",625694580,R
4044,"4607 Reliant St, Las Vegas, NV, 89031",Match,Non_Exact,"4607 RELIANT ST, NORTH LAS VEGAS, NV, 89031","-115.19185,36.243286",201908340,L
4045,"5330 E Charleston Blvd Unit 152, Las Vegas, NV, 89142",Match,Non_Exact,"5330 E CHARLESTON BLVD, LAS VEGAS, NV, 89142","-115.056885,36.159252",201948820,L
4046,"5608 Ridgegrove Ave, Las Vegas, NV, 89107",Match,Exact,"5608 RIDGEGROVE AVE, LAS VEGAS, NV, 89107","-115.21761,36.180042",201860709,R
4047,"5125 W Reno Ave # H, Las Vegas, NV, 89118",Match,Non_Exact,"5125 W RENO AVE, LAS VEGAS, NV, 89118","-115.21102,36.09707",201863450,L
4048,"2166 Clancy St, Las Vegas, NV, 89156",Match,Exact,"2166 CLANCY ST, LAS VEGAS, NV, 89156","-115.05963,36.199253",618035957,R
4049,"3701 Silver Brook St, Las Vegas, NV, 89129",Match,Exact,"3701 SILVER BROOK ST, LAS VEGAS, NV, 89129","-115.283165,36.22846",201934225,L
4050,"8005 Temptation Ln, Las Vegas, NV, 89128",Match,Non_Exact,"8005 TEMPTATION, LAS VEGAS, NV, 89128","-115.26968,36.181637",201904919,L
4051,"2774 Sorrel St, Las Vegas, NV, 89146",Match,Exact,"2774 SORREL ST, LAS VEGAS, NV, 89146","-115.23616,36.13911",201861996,L
4052,", Las Vegas, NV, 89148",No_Match,,,,,
4053,"2821 Dry Plains Dr, Las Vegas, NV, 89134",Match,Exact,"2821 DRY PLAINS DR, LAS VEGAS, NV, 89134","-115.30162,36.213",201904652,L
4054,"7400 Wandering St, Las Vegas, NV, 89131",Match,Exact,"7400 WANDERING ST, LAS VEGAS, NV, 89131","-115.27445,36.295383",201935356,R
4055,"5759 Sandtrap Ct, Las Vegas, NV, 89142",Match,Exact,"5759 SANDTRAP CT, LAS VEGAS, NV, 89142","-115.04868,36.147408",201913497,R
4056,"4331 Pittsfield St, Las Vegas, NV, 89115",Match,Exact,"4331 PITTSFIELD ST, LAS VEGAS, NV, 89115","-115.07928,36.19241",202004119,R
4057,", Las Vegas, NV, 89102",No_Match,,,,,
4058,"7564 Perla Del Mar Ave, Las Vegas, NV, 89179",Match,Non_Exact,"7564 W PERLA DEL MAR AVE, LAS VEGAS, NV, 89179","-115.25738,35.996933",627347528,L
4059,"5203 Timberwood St, Las Vegas, NV, 89122",Match,Exact,"5203 TIMBERWOOD ST, LAS VEGAS, NV, 89122","-115.0633,36.094276",201879639,R
4060,"7501 Wittig Ave, Las Vegas, NV, 89131",Match,Exact,"7501 WITTIG AVE, LAS VEGAS, NV, 89131","-115.25874,36.287315",201951082,R
4061,"3491 Edenville Dr, Las Vegas, NV, 89117",Match,Exact,"3491 EDENVILLE DR, LAS VEGAS, NV, 89117","-115.269455,36.12627",201901347,R
4062,"Plan 2311, Las Vegas, NV, 89118",No_Match,,,,,
4063,"7354 Mission Hills Dr, Las Vegas, NV, 89113",Match,Exact,"7354 MISSION HILLS DR, LAS VEGAS, NV, 89113","-115.25121,36.099262",201922122,L
4064,"312 Orland St Apt 62, Las Vegas, NV, 89107",Match,Exact,"312 ORLAND ST, LAS VEGAS, NV, 89107","-115.22013,36.17608",201860661,R
4065,"5710 E Tropicana Ave Unit 2186, Las Vegas, NV, 89122",Match,Non_Exact,"5710 E TROPICANA AVE, LAS VEGAS, NV, 89122","-115.048584,36.101215",624600171,L
